City,Food_type,OrderCount
Hyderabad,"Indian,Chinese,Arabian,Fast Food",1
Hyderabad,"Indian,Chinese,Biryani",1
Hyderabad,"Chinese,Sweets,Beverages",1
Hyderabad,"Pizzas,Snacks,Beverages",1
Hyderabad,"Lebanese,Chinese",1
Hyderabad,"South Indian,Indian,Snacks",1
Hyderabad,"North Indian,Indian,Chinese,Snacks",1
Hyderabad,"Pizzas,Snacks",1
Hyderabad,"Snacks  Combo",1
Hyderabad,"Pizzas,Salads,Combo,Italian,Mexican,Desserts,Beverages",1
Hyderabad,"Ice Cream,Desserts,Beverages,Ice Cream Cakes",1
Hyderabad,"Sweets,Street Food,Snacks,Chaat,Bakery",1
Hyderabad,"Sweets,Desserts,Chaat,Snacks,Beverages",1
Hyderabad,"Chaat,Italian,Juices",1
Hyderabad,"Indian  Chinese  Tandoor  South Indian",1
Hyderabad,"South Indian  Juices  Indian",1
Hyderabad,"Chaat,Chinese,Juices",1
Hyderabad,"North Indian,Biryani,Chinese,Italian,Mexican,Desserts",1
Hyderabad,"Sweets,Desserts,Snacks",1
Hyderabad,"Italian,Juices,Fast Food",1
Hyderabad,"Chaat,Italian",1
Hyderabad,"Sweets,Chaat,Desserts",1
Hyderabad,"Sweets  North Indian  Chinese  South Indian",1
Hyderabad,"North Indian  Chinese  Continental",1
Hyderabad,"North Indian  Chinese  South Indian",1
Hyderabad,"Street Food,South Indian",1
Hyderabad,"North Indian  Chinese  South Indian  Jain",1
Hyderabad,"Desserts,Sweets",1
Hyderabad,"North Indian,Chinese,Tandoor,Biryani,Beverages,Indian",1
Hyderabad,"Punjabi  North Indian",1
Hyderabad,"South Indian,North Indian,Chinese,Punjabi",1
Hyderabad,"North Indian,Chinese,Italian",1
Hyderabad,"South Indian  North Indian  Andhra",1
Hyderabad,"North Indian,South Indian,Continental,Chinese",1
Hyderabad,"North Indian,Tandoor,Punjabi,Chinese",1
Hyderabad,"Desserts  Ice Cream  Chaat",1
Hyderabad,"North Indian,Tandoor,Chinese",1
Hyderabad,"Beverages,Ice Cream,Desserts,Healthy Food",1
Hyderabad,"Desserts  Biryani  Chaat  Fast Food",1
Hyderabad,"North Indian,South Indian,Italian,Chinese,Chaat,Beverages,Desserts",1
Hyderabad,"Chinese  Italian",1
Hyderabad,"Indian,Chinese,Punjabi,Jain",1
Hyderabad,"North Indian,Tandoor",1
Hyderabad,"Juices,Chaat,Beverages,Desserts",1
Hyderabad,"Sweets,Beverages,Chaat,Desserts,Fast Food",1
Hyderabad,"Chinese,Tandoor,North Indian",1
Hyderabad,"South Indian  Chinese  Biryani",1
Hyderabad,"North Indian,South Indian,Fast Food",1
Hyderabad,"Ice Cream  Beverages",1
Hyderabad,"North Indian,South Indian,Chinese",1
Hyderabad,"Sweets  Desserts  Beverages",1
Hyderabad,"Juices,Ice Cream",1
Hyderabad,"Juices  Healthy Food",1
Hyderabad,"South Indian,Juices,Ice Cream",1
Hyderabad,"Bakery  Pizzas",1
Hyderabad,"South Indian  Chinese  Indian",1
Hyderabad,"North Indian,Jain,Chinese,Tandoor",1
Hyderabad,"Italian,American,Pastas,Pizzas",1
Hyderabad,"Juices,Ice Cream,Healthy Food",1
Hyderabad,"Ice Cream  Desserts  Beverages  Ice Cream Cakes",1
Hyderabad,"Indian,South Indian,Andhra",1
Hyderabad,"Desserts,Beverages,Fast Food",1
Hyderabad,"Ice Cream,Pizzas,Desserts",1
Hyderabad,"South Indian  Beverages",1
Hyderabad,"North Indian  Rajasthani  Sweets  Chaat  Indian  Snacks  Street Food  Home Food",1
Hyderabad,"Bakery  Desserts  Beverages  Snacks",1
Hyderabad,"Beverages,Fast Food,Italian,Snacks",1
Hyderabad,"Biryani,Chinese,Hyderabadi,North Indian,Indian",1
Hyderabad,"Continental,North Indian",1
Hyderabad,"Beverages,Chaat,Fast Food,Juices,North Indian",1
Hyderabad,"Chaat,Snacks,Bakery,Sweets",1
Hyderabad,"South Indian  Fast Food  Chinese  Snacks  Juices",1
Hyderabad,"South Indian  Snacks  Combo",1
Hyderabad,"Desserts  Sweets",1
Hyderabad,"Chaat  Street Food  Beverages  Home Food  Salads  Snacks",1
Hyderabad,"Snacks  South Indian  Telangana",1
Hyderabad,"Sweets  Desserts  Snacks  Home Food  Indian",1
Hyderabad,"Hyderabadi,Desserts,Fast Food",1
Hyderabad,"North Indian  Desserts  Biryani",1
Hyderabad,"South Indian  Chinese  Fast Food  Desserts  Beverages",1
Hyderabad,"Italian,Mongolian,Jain",1
Hyderabad,"Indian  Fast Food",1
Hyderabad,"Paan,Indian",1
Hyderabad,"Bakery,Beverages,Desserts",1
Hyderabad,"Beverages,Ice Cream,Desserts",1
Hyderabad,"Street Food,Indian,Snacks",1
Hyderabad,"Chinese  Indian",1
Hyderabad,"Desserts,Ice Cream,Bakery",1
Hyderabad,"Desserts  Ice Cream",1
Hyderabad,"Indian,Chinese,South Indian",1
Hyderabad,"Juices  Beverages  Ice Cream",1
Hyderabad,"European,American,Chinese",1
Hyderabad,"Chaat  Beverages  Juices",1
Hyderabad,"Chinese,Biryani,Combo",1
Hyderabad,"South Indian  Chaat  Sweets",1
Hyderabad,"Juices  Salads",1
Hyderabad,"Healthy Food  Salads  Chaat",1
Hyderabad,"Snacks  Indian  Chinese",1
Hyderabad,"South Indian  Biryani",1
Hyderabad,Salads,1
Hyderabad,"Bakery  Sweets  Desserts",1
Hyderabad,"North Indian  Sweets",1
Hyderabad,"South Indian,Snacks,Fast Food,Chaat",1
Hyderabad,"Chinese,North Indian,Biryani",1
Hyderabad,"Arabian,Chinese,Beverages",1
Hyderabad,"Chinese,Italian,Beverages",1
Hyderabad,"Chinese  South Indian",1
Hyderabad,"Beverages  Ice Cream  Salads",1
Hyderabad,"Beverages,Fast Food,Snacks,Pizzas,Chinese",1
Hyderabad,"Chaat  Fast Food",1
Hyderabad,"Snacks,American,Pizzas,Pastas,Beverages",1
